alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,117.013209,1000033.083387,36762,89272,20257,16505, 0.551031, 0.448969
0.200000,123.770839,1000083.428923,38887,145078,23778,15109, 0.611464, 0.388536
0.300000,131.106203,1000018.732354,41189,268284,27622,13567, 0.670616, 0.329384
0.400000,138.620813,1000022.668632,43550,527962,31562,11988, 0.724730, 0.275270
0.500000,148.217235,1000003.913709,46564,1012657,36125,10439, 0.775814, 0.224186
0.600000,148.217235,1000003.913709,46564,1012657,36125,10439, 0.775814, 0.224186
0.700000,157.004997,1000008.629304,49325,3614623,42063,7262, 0.852772, 0.147228
0.800000,154.533749,1000016.291407,48549,6488501,42898,5651, 0.883602, 0.116398
0.900000,140.006872,1000126.046046,43990,10719237,39876,4114, 0.906479, 0.093521
1.000000,118.365130,1000174.738224,37192,16883691,34356,2836, 0.923747, 0.076253
1.100000,96.032843,1000013.017972,30170,24647335,28325,1845, 0.938847, 0.061153
1.200000,75.140750,1000713.259468,23623,33291262,22525,1098, 0.953520, 0.046480
1.300000,60.573721,1001061.727104,19050,42221231,18419,631, 0.966877, 0.033123
1.400000,43.347734,1000213.519395,13621,51024763,13262,359, 0.973644, 0.026356
1.500000,29.892485,1006069.517089,9448,59535737,9277,171, 0.981901, 0.018099
1.600000,19.112091,1000959.246694,6010,66527394,5929,81, 0.986522, 0.013478
1.700000,14.321166,1011751.816141,4552,73871857,4508,44, 0.990334, 0.009666
