alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,103.008009,1000002.459051,32361,69331,15831,16530, 0.489200, 0.510800
0.200000,104.067480,1000068.416663,32696,94181,17454,15242, 0.533827, 0.466173
0.300000,102.426277,1000057.064014,32180,141377,18416,13764, 0.572281, 0.427719
0.400000,100.674248,1000071.208559,31630,217310,19438,12192, 0.614543, 0.385457
0.500000,98.430534,1000036.724166,30924,338498,20172,10752, 0.652309, 0.347691
0.600000,98.430534,1000036.724166,30924,338498,20172,10752, 0.652309, 0.347691
0.700000,88.038784,1000028.939835,27659,785433,19924,7735, 0.720344, 0.279656
0.800000,82.563232,1000038.389031,25939,1144611,19491,6448, 0.751417, 0.248583
0.900000,75.192633,1000319.087373,23630,1640789,18609,5021, 0.787516, 0.212484
1.000000,66.535435,1000013.236794,20903,2241111,17080,3823, 0.817108, 0.182892
1.100000,53.926344,1000267.949326,16946,2956657,14187,2759, 0.837189, 0.162811
1.200000,45.730601,1000091.049646,14368,3696824,12352,2016, 0.859688, 0.140312
1.300000,34.529264,1000674.044075,10855,4485934,9548,1307, 0.879595, 0.120405
1.400000,26.715985,1000586.885305,8398,5267104,7487,911, 0.891522, 0.108478
1.500000,20.381232,1000632.061069,6407,6018072,5829,578, 0.909786, 0.090214
1.600000,16.318472,1000858.436484,5131,6707671,4774,357, 0.930423, 0.069577
1.700000,14.050294,1004297.636813,4433,7375011,4196,237, 0.946537, 0.053463
