alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,14.216565,1000000.994580,446627,1073679,263864,182763, 0.590793, 0.409207
0.200000,16.056407,1000004.170441,504429,1792314,339332,165097, 0.672705, 0.327295
0.300000,18.631623,1000002.208172,585331,3364750,439401,145930, 0.750688, 0.249312
0.400000,21.650815,1000002.321913,680182,6457810,553154,127028, 0.813244, 0.186756
0.500000,24.842132,1000001.787945,780440,12270871,671735,108705, 0.860713, 0.139287
0.600000,24.842132,1000001.787945,780440,12270871,671735,108705, 0.860713, 0.139287
0.700000,30.889822,1000003.739311,970436,41437195,897001,73435, 0.924328, 0.075672
0.800000,32.845269,1000013.986844,1031879,71505819,975330,56549, 0.945198, 0.054802
0.900000,32.664925,1000005.951582,1026205,116573084,985148,41057, 0.959991, 0.040009
1.000000,31.536486,1000012.174325,990760,177965594,962287,28473, 0.971261, 0.028739
1.100000,28.034409,1000063.650762,880783,253698397,862399,18384, 0.979128, 0.020872
1.200000,23.951096,1000008.132205,752452,338634934,741267,11185, 0.985135, 0.014865
1.300000,19.404186,1000130.437496,609680,427410619,603233,6447, 0.989426, 0.010574
1.400000,15.432518,1000256.065050,484951,513188419,481386,3565, 0.992649, 0.007351
1.500000,11.316389,1000011.685490,355519,592907508,353583,1936, 0.994554, 0.005446
1.600000,8.335543,1000096.153524,261894,665780461,260917,977, 0.996269, 0.003731
1.700000,6.046395,1001052.315207,190153,731483914,189673,480, 0.997476, 0.002524
