alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,129.379744,1000003.806980,40646,109610,24138,16508, 0.593859, 0.406141
0.200000,147.501493,1000000.847475,46339,222426,31342,14997, 0.676363, 0.323637
0.300000,175.413686,1000039.289450,55110,525687,41667,13443, 0.756070, 0.243930
0.400000,201.803811,1000038.849713,63401,1268021,51521,11880, 0.812621, 0.187379
0.500000,246.587231,1000004.344632,77468,3147524,67206,10262, 0.867532, 0.132468
0.600000,246.587231,1000004.344632,77468,3147524,67206,10262, 0.867532, 0.132468
0.700000,313.227064,1000120.073644,98415,17369396,91536,6879, 0.930102, 0.069898
0.800000,318.621533,1000000.932315,100098,38102567,94912,5186, 0.948191, 0.051809
0.900000,321.411683,1000064.787984,100981,75277713,97345,3636, 0.963993, 0.036007
1.000000,284.999846,1000342.409165,89566,135929785,87321,2245, 0.974935, 0.025065
1.100000,234.707835,1000777.901056,73793,216657466,72489,1304, 0.982329, 0.017671
1.200000,175.369082,1002852.913422,55251,312211935,54581,670, 0.987874, 0.012126
1.300000,117.618416,1000056.420997,36953,410117245,36662,291, 0.992125, 0.007875
1.400000,99.268914,1002877.897390,31276,504252297,31128,148, 0.995268, 0.004732
1.500000,53.859291,1002577.058978,16964,589564232,16914,50, 0.997053, 0.002947
1.600000,35.837111,1059638.128124,11930,702805319,11908,22, 0.998156, 0.001844
1.700000,11.367493,1000503.109918,3573,730078034,3567,6, 0.998321, 0.001679
