alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,88.194340,1000033.594604,27708,50396,11187,16521, 0.403746, 0.596254
0.200000,87.063270,1000046.329250,27353,58665,11956,15397, 0.437100, 0.562900
0.300000,84.863827,1000009.093352,26661,74427,12654,14007, 0.474626, 0.525374
0.400000,83.005894,1000073.985041,26079,94742,13273,12806, 0.508954, 0.491046
0.500000,79.270077,1000103.228231,24906,119360,13505,11401, 0.542239, 0.457761
0.600000,79.270077,1000103.228231,24906,119360,13505,11401, 0.542239, 0.457761
0.700000,69.447110,1000070.902593,21819,187025,12941,8878, 0.593107, 0.406893
0.800000,64.979557,1000003.434084,20414,231567,12779,7635, 0.625992, 0.374008
0.900000,60.688734,1000213.575639,19070,281226,12520,6550, 0.656529, 0.343471
1.000000,52.355445,1000003.146702,16448,335964,10982,5466, 0.667680, 0.332320
1.100000,48.776600,1000090.009550,15325,394520,10698,4627, 0.698075, 0.301925
1.200000,42.420512,1000015.251901,13327,452200,9476,3851, 0.711038, 0.288962
1.300000,37.227296,1000658.399390,11703,517819,8644,3059, 0.738614, 0.261386
1.400000,32.505873,1000095.851408,10213,579728,7786,2427, 0.762362, 0.237638
1.500000,30.026060,1000109.725250,9434,637493,7492,1942, 0.794149, 0.205851
1.600000,24.436180,1000540.281679,7681,696490,6166,1515, 0.802760, 0.197240
1.700000,21.649917,1000217.297592,6803,745536,5594,1209, 0.822284, 0.177716
