alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,51191.156753,503993.299554,258,774,175,83, 0.678295, 0.321705
0.200000,75911.497112,505852.228727,384,3852,309,75, 0.804688, 0.195312
0.300000,86285.765456,502979.834165,434,16014,361,73, 0.831797, 0.168203
0.400000,171097.409439,505559.963085,865,75507,799,66, 0.923699, 0.076301
0.500000,225250.213569,500332.488988,1127,404941,1069,57, 0.948536, 0.050577
0.600000,316240.102802,500252.809805,1582,2035522,1538,43, 0.972187, 0.027181
0.700000,308100.443402,502108.982032,1547,10771160,1518,29, 0.981254, 0.018746
0.800000,510399.681031,500000.312470,2552,44276717,2524,27, 0.989028, 0.010580
0.900000,553799.915227,500000.076538,2769,151565649,2752,16, 0.993861, 0.005778
1.000000,558305.696467,500084.455106,2792,410129999,2782,9, 0.996418, 0.003223
1.100000,215799.981828,500000.042104,1079,882698219,1076,2, 0.997220, 0.001854
1.200000,186399.837504,500000.435881,932,1455713734,931,0, 0.998927, 0.000000
1.300000,10599.999982,500000.000827,53,1998532735,52,0, 0.981132, 0.000000
1.400000,273999.994845,500000.009406,1370,2488897012,1369,0, 0.999270, 0.000000
1.500000,162199.999527,500000.001457,811,2923832800,810,0, 0.998767, 0.000000
1.600000,259399.999992,500000.000015,1297,3310889404,1296,0, 0.999229, 0.000000
1.700000,655599.999849,500000.000115,3278,3647168981,3277,0, 0.999695, 0.000000
