alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,3945.178107,5000281.220882,19727,36168,11600,8127, 0.588027, 0.411973
0.200000,4353.160999,5000274.513785,21767,81429,14403,7364, 0.661690, 0.338310
0.300000,4854.484073,5000531.392364,24275,194244,17589,6686, 0.724573, 0.275427
0.400000,5423.821207,5000349.193417,27121,473821,21178,5943, 0.780871, 0.219129
0.500000,5618.922398,5000424.994360,28097,1151002,23006,5091, 0.818806, 0.181194
0.600000,6048.871708,5000106.046422,30245,2703794,25914,4330, 0.856803, 0.143164
0.700000,6042.156822,5000532.242071,30214,6096749,26745,3469, 0.885186, 0.114814
0.800000,6058.199653,5000000.286578,30291,12698605,27601,2689, 0.911195, 0.088772
0.900000,5477.191324,5000007.920059,27386,24464942,25469,1916, 0.930001, 0.069963
1.000000,4354.191971,5000009.219996,21771,42670640,20626,1144, 0.947407, 0.052547
1.100000,3084.575075,5000040.402058,15423,65952994,14750,673, 0.956364, 0.043636
1.200000,2223.599977,5000000.051255,11118,92240190,10750,367, 0.966901, 0.033010
1.300000,1500.399638,5000001.205477,7502,118909587,7319,182, 0.975607, 0.024260
1.400000,1023.399998,5000000.008961,5117,144177343,5016,100, 0.980262, 0.019543
1.500000,739.999887,5000000.764763,3700,167286464,3658,41, 0.988649, 0.011081
1.600000,466.600000,5000000.002073,2333,187663454,2315,17, 0.992285, 0.007287
1.700000,361.999973,5000000.374841,1810,205873325,1801,8, 0.995028, 0.004420
