alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,4428.567649,5000488.138174,22145,45341,13959,8186, 0.630345, 0.369655
0.200000,5475.761190,5000218.060836,27380,128908,19936,7444, 0.728123, 0.271877
0.300000,6774.208880,5000141.064139,33872,387127,27253,6618, 0.804588, 0.195383
0.400000,8471.301371,5000294.304546,42359,1189754,36444,5915, 0.860360, 0.139640
0.500000,9966.864519,5000168.298397,49836,3631779,44769,5067, 0.898327, 0.101673
0.600000,11712.432988,5000071.296855,58563,10669327,54292,4270, 0.927070, 0.072913
0.700000,13640.144518,5000020.337639,68201,29889816,64724,3476, 0.949018, 0.050967
0.800000,14083.154097,5000584.351724,70424,77538800,67882,2542, 0.963904, 0.036096
0.900000,13222.599992,5000000.002860,66113,178626996,64398,1714, 0.974060, 0.025925
1.000000,11603.200000,5000000.000188,58016,355668531,57028,987, 0.982970, 0.017013
1.100000,7879.999999,5000000.000815,39400,604306676,38898,501, 0.987259, 0.012716
1.200000,5728.599999,5000000.000756,28643,890384522,28425,217, 0.992389, 0.007576
1.300000,2389.199991,5000000.018350,11946,1173837091,11868,77, 0.993471, 0.006446
1.400000,1564.199998,5000000.007759,7821,1433100984,7790,30, 0.996036, 0.003836
1.500000,750.800000,5000000.001305,3754,1667972203,3741,12, 0.996537, 0.003197
1.600000,395.400000,5000000.002999,1977,1875388640,1975,1, 0.998988, 0.000506
1.700000,441.800000,5000000.002132,2209,2058920642,2206,2, 0.998642, 0.000905
