alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,141.066680,1000009.358834,141068,374794,87556,53512, 0.620665, 0.379335
0.200000,182.108865,1000006.232998,182110,938352,134059,48051, 0.736143, 0.263857
0.300000,240.684646,1000001.471699,240685,2512051,197816,42869, 0.821888, 0.178112
0.400000,319.408412,1000023.757308,319416,6919570,281844,37572, 0.882373, 0.117627
0.500000,413.694008,1000002.398635,413695,18792844,381243,32452, 0.921556, 0.078444
0.600000,529.059969,1000000.059104,529060,50112960,502182,26877, 0.949197, 0.050801
0.700000,653.701057,1000002.972340,653703,127584128,632185,21517, 0.967083, 0.032916
0.800000,775.713980,1000000.026228,775714,303193380,759748,15965, 0.979418, 0.020581
0.900000,808.850615,1000000.475836,808851,653882357,798048,10802, 0.986644, 0.013355
1.000000,779.696000,1000000.000073,779696,1248227613,773218,6477, 0.991692, 0.008307
1.100000,640.819123,1000001.368143,640820,2081966989,637348,3471, 0.994582, 0.005416
1.200000,492.288789,1000000.427664,492289,3064095032,490696,1592, 0.996764, 0.003234
1.300000,308.096000,1000000.000420,308096,4069103731,307433,662, 0.997848, 0.002149
1.400000,201.789000,1000000.000001,201789,5015725540,201536,252, 0.998746, 0.001249
1.500000,163.635999,1000000.004975,163636,5872779522,163523,112, 0.999309, 0.000684
1.600000,83.716000,1000000.000170,83716,6630139334,83684,31, 0.999618, 0.000370
1.700000,27.116000,1000000.000036,27116,7294700680,27105,10, 0.999594, 0.000369
