alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,28.871814,1000002.981211,288719,582656,111658,177061, 0.386736, 0.613264
0.200000,27.833583,1000000.607960,278336,881492,116371,161965, 0.418095, 0.581905
0.300000,26.443798,1000000.081898,264438,1381012,118193,146245, 0.446959, 0.553041
0.400000,24.750252,1000001.931652,247503,2199441,117496,130007, 0.474726, 0.525274
0.500000,23.137091,1000004.715382,231372,3466120,117124,114248, 0.506215, 0.493785
0.600000,20.901869,1000001.506072,209019,5377918,110526,98492, 0.528784, 0.471211
0.700000,18.551397,1000000.165812,185514,8142244,102958,82556, 0.554988, 0.445012
0.800000,16.091550,1000003.109240,160916,11908915,93135,67781, 0.578780, 0.421220
0.900000,13.627799,1000000.078105,136278,16850413,82681,53596, 0.606708, 0.393284
1.000000,11.131899,1000000.106732,111319,22875020,69885,41433, 0.627790, 0.372201
1.100000,8.877100,1000000.011626,88771,29884847,58377,30393, 0.657613, 0.342375
1.200000,6.807300,1000000.047526,68073,37427222,46164,21908, 0.678154, 0.321831
1.300000,5.065799,1000000.162285,50658,45190368,35243,15414, 0.695705, 0.304276
1.400000,3.678200,1000000.014932,36782,52858884,26398,10383, 0.717688, 0.282285
1.500000,2.684900,1000000.012755,26849,60190660,19905,6943, 0.741368, 0.258594
1.600000,1.889500,1000000.030194,18895,67112558,14341,4553, 0.758984, 0.240963
1.700000,1.288900,1000000.009311,12889,73345224,10022,2866, 0.777562, 0.222360
