alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,5439.104104,500450.064579,2722,7225,1902,820, 0.698751, 0.301249
0.200000,7342.063998,500404.246137,3674,23817,2926,748, 0.796407, 0.203593
0.300000,10658.434919,500354.887059,5333,90843,4662,670, 0.874180, 0.125633
0.400000,13630.710502,500047.301221,6816,356941,6218,598, 0.912265, 0.087735
0.500000,21103.845040,500003.671363,10552,1445025,10032,519, 0.950720, 0.049185
0.600000,26982.565484,500471.313893,13504,5609840,13071,433, 0.967935, 0.032065
0.700000,33352.436707,500023.435957,16677,20145288,16336,340, 0.979553, 0.020387
0.800000,38861.990967,500000.116214,19431,69058413,19182,248, 0.987185, 0.012763
0.900000,43338.568359,500085.739350,21673,201010138,21502,170, 0.992110, 0.007844
1.000000,43037.999931,500000.000802,21519,483160796,21426,92, 0.995678, 0.004275
1.100000,29363.999994,500000.000104,14682,928187253,14644,37, 0.997412, 0.002520
1.200000,20857.999999,500000.000012,10429,1461324920,10414,14, 0.998562, 0.001342
1.300000,12404.000000,500000.000019,6202,2007800277,6198,3, 0.999355, 0.000484
1.400000,19143.999946,500000.001405,9572,2492736665,9569,2, 0.999687, 0.000209
1.500000,14041.999997,500000.000103,7021,2930521699,7019,1, 0.999715, 0.000142
1.600000,299.999999,500000.001219,150,3310643645,149,0, 0.993333, 0.000000
1.700000,33519.999989,500000.000158,16760,3647414494,16759,0, 0.999940, 0.000000
