alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,5576.545571,5000407.446469,27885,70177,19701,8184, 0.706509, 0.293491
0.200000,7581.870261,5000481.239585,37913,234999,30475,7438, 0.803814, 0.196186
0.300000,10511.111018,5000042.327574,52556,910125,45913,6642, 0.873601, 0.126379
0.400000,15247.722998,5000549.918892,76247,3626075,70317,5930, 0.922226, 0.077774
0.500000,19995.081757,5000329.641715,99982,14146601,94843,5138, 0.948601, 0.051389
0.600000,26367.786585,5000002.543883,131839,55414840,127555,4283, 0.967506, 0.032487
0.700000,33759.744022,5000037.911755,168800,203824756,165426,3374, 0.980012, 0.019988
0.800000,40742.186808,5000271.609357,203722,688778922,201272,2450, 0.987974, 0.012026
0.900000,44867.105328,5000255.718722,224347,2000302534,222724,1623, 0.992766, 0.007234
1.000000,36587.040701,5000349.754904,182948,4795129122,182111,836, 0.995425, 0.004570
1.100000,26524.199999,5000000.000151,132621,9231819922,132250,370, 0.997203, 0.002790
1.200000,16248.399998,5000000.000623,81242,14648813023,81118,123, 0.998474, 0.001514
1.300000,9497.200000,5000000.000021,47486,20004640437,47438,47, 0.998989, 0.000990
1.400000,5434.200000,5000000.000111,27171,24986387152,27159,11, 0.999558, 0.000405
1.500000,2173.800000,5000000.000112,10869,29322682679,10864,4, 0.999540, 0.000368
1.600000,1248.400000,5000000.000219,6242,33138379154,6241,0, 0.999840, 0.000000
1.700000,1964.800000,5000000.000033,9824,36474270628,9823,0, 0.999898, 0.000000
