alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,40.065728,1000001.785189,400658,815556,216311,184347, 0.539889, 0.460111
0.200000,42.205805,1000002.241488,422059,1186354,255381,166678, 0.605084, 0.394916
0.300000,44.189263,1000003.097278,441894,1774711,293525,148369, 0.664243, 0.335757
0.400000,46.588570,1000000.636767,465886,2698224,335398,130488, 0.719914, 0.280086
0.500000,48.222093,1000004.301112,482223,4099522,369414,112809, 0.766065, 0.233935
0.600000,49.637784,1000006.367461,496381,6142495,400229,96152, 0.806294, 0.193706
0.700000,49.633994,1000000.124553,496340,9055898,416988,79352, 0.840126, 0.159874
0.800000,49.548759,1000000.830352,495488,12943078,430820,64667, 0.869486, 0.130512
0.900000,47.852400,1000000.000743,478524,17959250,428226,50297, 0.894889, 0.105109
1.000000,45.122574,1000000.582883,451226,24017465,412694,38531, 0.914606, 0.085392
1.100000,41.006188,1000000.294617,410062,30896997,381984,28077, 0.931527, 0.068470
1.200000,36.265687,1000000.371089,362657,38352642,342592,20064, 0.944672, 0.055325
1.300000,31.419991,1000000.271106,314200,45961050,300289,13910, 0.955726, 0.044271
1.400000,26.084299,1000000.041484,260843,53445598,251583,9259, 0.964500, 0.035496
1.500000,22.150000,1000000.019997,221500,60648617,215322,6177, 0.972108, 0.027887
1.600000,17.710100,1000000.009275,177101,67379666,173067,4033, 0.977222, 0.022772
1.700000,14.897700,1000000.004529,148977,73566344,146438,2538, 0.982957, 0.017036
