alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,117.983941,1000000.496375,117984,300505,64374,53609,0.545616,0.454375
0.200000,127.426518,1000003.786081,127427,596558,78954,48472,0.619602,0.380390
0.300000,137.324519,1000025.349090,137328,1268806,94212,43116,0.686036,0.313964
0.400000,147.688649,1000009.146070,147690,2772741,109757,37933,0.743158,0.256842
0.500000,157.481398,1000003.825034,157482,5966870,124592,32889,0.791151,0.208843
0.600000,164.568972,1000006.244232,164570,12746931,137183,27386,0.833584,0.166409
0.700000,165.802188,1000010.929794,165804,26014639,143628,22176,0.866252,0.133748
0.800000,161.046835,1000007.231409,161048,50832131,144215,16833,0.895478,0.104522
0.900000,145.640960,1000000.276507,145641,91989009,133614,12027,0.917420,0.082580
1.000000,126.795452,1000004.323604,126796,152317834,118785,8011,0.936820,0.063180
1.100000,94.781000,1000000.000031,94781,231464986,89990,4790,0.949452,0.050538
1.200000,67.726000,1000000.005975,67726,322163778,65102,2623,0.961256,0.038730
1.300000,46.436994,1000000.139299,46437,415962238,45083,1353,0.970842,0.029136
1.400000,29.577000,1000000.000624,29577,506000850,28904,672,0.977246,0.022720
1.500000,20.779000,1000000.024027,20779,589280829,20450,328,0.984167,0.015785
1.600000,11.919000,1000000.001322,11919,663662899,11776,142,0.988002,0.011914
1.700000,10.218000,1000000.000225,10218,729812462,10142,75,0.992562,0.007340
