alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,141.827196,1000012.721674,141829,376363,88204,53625,0.621904,0.378096
0.200000,182.055690,1000001.701543,182056,934015,134033,48023,0.736219,0.263781
0.300000,240.822893,1000000.442852,240823,2512117,198037,42785,0.822334,0.177662
0.400000,316.743938,1000000.196907,316744,6863508,279101,37642,0.881156,0.118840
0.500000,413.445920,1000000.193190,413446,18796865,381017,32428,0.921564,0.078433
0.600000,530.248671,1000017.592935,530258,50140316,503241,27017,0.949049,0.050951
0.700000,653.999483,1000013.022261,654008,127776736,632470,21538,0.967068,0.032932
0.800000,765.840457,1000000.708447,765841,303429297,749701,16139,0.978925,0.021074
0.900000,799.621479,1000000.651922,799622,654027450,788784,10837,0.986446,0.013553
1.000000,761.869999,1000000.000792,761870,1248343505,755452,6417,0.991576,0.008423
1.100000,646.824000,1000000.000084,646824,2077300962,643353,3470,0.994634,0.005365
1.200000,479.429000,1000000.000632,479429,3062277969,477834,1594,0.996673,0.003325
1.300000,331.646000,1000000.000023,331646,4070580914,330965,680,0.997947,0.002050
1.400000,212.489000,1000000.000010,212489,5019872679,212245,243,0.998852,0.001144
1.500000,140.858000,1000000.000061,140858,5872438549,140747,110,0.999212,0.000781
1.600000,66.674000,1000000.000019,66674,6629187917,66642,31,0.999520,0.000465
1.700000,63.633000,1000000.000143,63633,7294442310,63618,14,0.999764,0.000220
