alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,138.693070,1000013.913704,138695,312087,84963,53732,0.612589,0.387411
0.200000,171.286376,1000009.480617,171288,614274,122839,48449,0.717149,0.282851
0.300000,211.632677,1000001.524030,211633,1290030,168482,43150,0.796105,0.203891
0.400000,261.345512,1000005.695175,261347,2791309,223304,38043,0.854435,0.145565
0.500000,318.901338,1000017.755012,318907,6043074,286105,32802,0.897142,0.102858
0.600000,381.385661,1000000.889974,381386,12880797,353996,27390,0.928183,0.071817
0.700000,439.552491,1000001.157234,439553,26288112,417363,22189,0.949517,0.050481
0.800000,483.430526,1000009.254979,483435,51044928,466599,16836,0.965174,0.034826
0.900000,494.722588,1000000.832603,494723,92217862,482812,11910,0.975924,0.024074
1.000000,475.920212,1000001.655687,475921,152423177,467978,7942,0.983310,0.016688
1.100000,415.451248,1000006.624620,415454,231707078,410691,4763,0.988535,0.011465
1.200000,338.981998,1000000.005220,338982,322358243,336342,2639,0.992212,0.007785
1.300000,268.490000,1000000.001821,268490,415635547,267079,1410,0.994745,0.005252
1.400000,196.592000,1000000.000771,196592,506738101,195954,637,0.996755,0.003240
1.500000,131.446000,1000000.000083,131446,589317562,131117,328,0.997497,0.002495
1.600000,99.903000,1000000.001131,99903,663808117,99755,147,0.998519,0.001471
1.700000,76.391000,1000000.000533,76391,729819264,76323,67,0.999110,0.000877
