alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,275.990773,1000033.431114,27600,47149,10907,16693, 0.395181, 0.604819
0.200000,275.838683,1000004.773783,27584,58660,12140,15444, 0.440110, 0.559890
0.300000,265.389398,1000002.270171,26539,73465,12392,14147, 0.466935, 0.533065
0.400000,255.959835,1000000.643920,25596,93227,12780,12815, 0.499297, 0.500664
0.500000,251.957242,1000010.946593,25196,119454,13734,11461, 0.545087, 0.454874
0.600000,234.379860,1000043.261491,23439,150007,13290,10149, 0.567004, 0.432996
0.700000,220.829070,1000004.212724,22083,186276,13193,8889, 0.597428, 0.402527
0.800000,200.336383,1000018.055816,20034,232446,12423,7610, 0.620096, 0.379854
0.900000,185.939874,1000000.678804,18594,282070,12084,6509, 0.649887, 0.350059
1.000000,167.389868,1000000.786274,16739,336997,11259,5479, 0.672621, 0.327319
1.100000,148.349895,1000000.710856,14835,389896,10191,4643, 0.686957, 0.312976
1.200000,134.777728,1000016.861004,13478,454057,9706,3772, 0.720137, 0.279863
1.300000,113.197114,1000025.492644,11320,515621,8313,3007, 0.734364, 0.265636
1.400000,107.819652,1000003.223599,10782,579399,8338,2443, 0.773326, 0.226581
1.500000,92.739700,1000003.230255,9274,640231,7344,1929, 0.791891, 0.208001
1.600000,78.059954,1000000.584521,7806,694451,6276,1529, 0.803997, 0.195875
1.700000,71.259998,1000000.032477,7126,749584,5923,1202, 0.831182, 0.168678
