alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,484830.131871,536270.299448,26,82,19,7, 0.730769, 0.269231
0.200000,418745.494177,525378.787496,22,201,13,9, 0.590909, 0.409091
0.300000,611609.610405,506859.268929,31,779,24,7, 0.774194, 0.225806
0.400000,537103.208693,502696.680321,27,4711,21,6, 0.777778, 0.222222
0.500000,642546.326008,529144.726595,34,13846,27,7, 0.794118, 0.205882
0.600000,1055466.866720,502147.454090,53,38611,47,5, 0.886792, 0.094340
0.700000,772184.423245,518010.967275,40,193135,37,3, 0.925000, 0.075000
0.800000,659913.830305,500065.288596,33,580772,29,3, 0.878788, 0.090909
0.900000,555914.395252,503674.670761,28,1854857,25,3, 0.892857, 0.107143
1.000000,2579999.877359,500000.023768,129,4921585,127,1, 0.984496, 0.007752
1.100000,519999.971900,500000.027019,26,9609101,25,0, 0.961538, 0.000000
1.200000,839999.988887,500000.006615,42,14694319,41,0, 0.976190, 0.000000
1.300000,239972.705678,500056.869638,12,20408872,11,0, 0.916667, 0.000000
1.400000,19999.999047,500000.023827,1,25106902,0,0, 0.000000, 0.000000
1.500000,519999.209314,500000.760276,26,29344034,25,0, 0.961538, 0.000000
1.600000,1499999.989960,500000.003347,75,33138539,74,0, 0.986667, 0.000000
1.700000,4939999.940057,500000.006067,247,36361442,246,0, 0.995951, 0.000000
