alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,128.140990,1006.703629,129,310,75,54,0.581395,0.418605
0.200000,132.018611,1007.433720,133,627,81,52,0.609023,0.390977
0.300000,154.606970,1002.542121,155,1108,108,47,0.696774,0.303226
0.400000,187.382495,1013.968783,190,2514,151,39,0.794737,0.205263
0.500000,231.003991,1004.311652,232,5603,201,30,0.866379,0.129310
0.600000,256.089806,1011.363958,259,12701,233,26,0.899614,0.100386
0.700000,261.901502,1004.194317,263,23521,238,24,0.904943,0.091255
0.800000,337.999873,1000.000375,338,53327,321,16,0.949704,0.047337
0.900000,349.999751,1000.000713,350,86897,330,19,0.942857,0.054286
1.000000,180.989006,1000.060747,181,148615,172,8,0.950276,0.044199
1.100000,307.860349,1000.453618,308,232991,301,6,0.977273,0.019481
1.200000,611.999570,1000.000702,612,332695,610,1,0.996732,0.001634
1.300000,118.999994,1000.000050,119,419308,117,1,0.983193,0.008403
1.400000,156.999300,1000.004457,157,509394,155,1,0.987261,0.006369
1.500000,79.998429,1000.019636,80,593763,79,0,0.987500,0.000000
1.600000,100.999767,1000.002311,101,663986,100,0,0.990099,0.000000
1.700000,64.999930,1000.001082,65,731702,64,0,0.984615,0.000000

 d=1.0e-03_s=1.0e-03_r=1.0e-03
