alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,14148.899782,501099.033087,709,1911,451,258, 0.636107, 0.363893
0.200000,19129.598026,501317.381946,959,5661,731,228, 0.762252, 0.237748
0.300000,19217.775965,501098.567168,963,21339,760,203, 0.789200, 0.210800
0.400000,31887.173286,500514.732264,1596,66071,1401,195, 0.877820, 0.122180
0.500000,32168.584509,501110.019164,1612,229442,1444,168, 0.895782, 0.104218
0.600000,53059.998583,500000.013350,2653,934486,2504,148, 0.943837, 0.055786
0.700000,52310.198157,500667.191540,2619,2881262,2506,112, 0.956854, 0.042764
0.800000,45887.386036,500355.369596,2296,8801917,2218,77, 0.966028, 0.033537
0.900000,42938.358583,500019.113646,2147,23287948,2098,48, 0.977177, 0.022357
1.000000,44559.971618,500000.318471,2228,52151722,2198,29, 0.986535, 0.013016
1.100000,25659.999861,500000.002707,1283,95502739,1265,17, 0.985970, 0.013250
1.200000,14839.999971,500000.000978,742,147937643,736,5, 0.991914, 0.006739
1.300000,16519.999852,500000.004467,826,199919254,822,3, 0.995157, 0.003632
1.400000,21319.990304,500000.227391,1066,249405331,1064,1, 0.998124, 0.000938
1.500000,16159.999982,500000.000547,808,293510473,807,0, 0.998762, 0.000000
1.600000,67819.999778,500000.001640,3391,331422577,3390,0, 0.999705, 0.000000
1.700000,49239.999932,500000.000689,2462,364915079,2461,0, 0.999594, 0.000000
