alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,44.368239,1000003.637119,443684,1004969,258905,184779,0.583535,0.416465
0.200000,50.613432,1000001.337623,506135,1789354,340952,165182,0.673638,0.326360
0.300000,58.626343,1000004.387231,586266,3361412,440215,146051,0.750879,0.249121
0.400000,68.065553,1000003.634974,680658,6448993,553204,127454,0.812749,0.187251
0.500000,77.763191,1000003.974884,777635,12216494,668636,108999,0.859833,0.140167
0.600000,88.197490,1000000.108021,881975,22928382,790924,91050,0.896765,0.103234
0.700000,96.741624,1000000.786664,967417,41438062,893705,73711,0.923805,0.076194
0.800000,102.979296,1000000.036160,1029793,71559863,973107,56685,0.944954,0.055045
0.900000,103.140798,1000000.020185,1031408,116622889,990057,41350,0.959908,0.040091
1.000000,98.886400,1000000.000316,988864,178080223,960445,28418,0.971261,0.028738
1.100000,89.201600,1000000.000938,892016,253892088,873548,18467,0.979296,0.020703
1.200000,75.249700,1000000.003497,752497,338375797,741154,11342,0.984926,0.015072
1.300000,59.710200,1000000.001664,597102,427048996,590722,6379,0.989315,0.010683
1.400000,47.391496,1000000.074463,473915,512967190,470487,3427,0.992767,0.007231
1.500000,35.887600,1000000.001489,358876,593104253,356950,1925,0.994633,0.005364
1.600000,26.810800,1000000.008163,268108,665655101,267129,978,0.996348,0.003648
1.700000,19.644500,1000000.000971,196445,730815201,195921,523,0.997333,0.002662
