alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,47.586996,1000000.087068,475870,1012659,291025,184844,0.611564,0.388434
0.200000,57.828357,1000004.204449,578286,1805629,412817,165469,0.713863,0.286137
0.300000,70.698086,1000000.195118,706981,3382581,560910,146070,0.793388,0.206611
0.400000,85.939900,1000000.005442,859399,6475350,732197,127202,0.851987,0.148013
0.500000,103.372278,1000000.211713,1033723,12310667,924589,109133,0.894426,0.105573
0.600000,121.778135,1000004.643308,1217787,23038078,1126577,91210,0.925102,0.074898
0.700000,139.031040,1000001.870858,1390313,41553402,1316884,73428,0.947185,0.052814
0.800000,152.118032,1000003.076311,1521185,71673636,1464803,56381,0.962935,0.037064
0.900000,159.118200,1000000.002074,1591182,116843184,1549677,41504,0.973916,0.026084
1.000000,154.998814,1000007.006793,1549999,178253415,1521573,28425,0.981661,0.018339
1.100000,144.331500,1000000.000263,1443315,254407800,1424826,18488,0.987190,0.012809
1.200000,125.341685,1000000.119424,1253417,339243993,1242215,11201,0.991063,0.008936
1.300000,103.934081,1000000.180837,1039341,427472942,1032828,6512,0.993734,0.006266
1.400000,82.792500,1000000.001556,827925,512903639,824289,3635,0.995608,0.004390
1.500000,62.872200,1000000.000242,628722,593224532,626808,1913,0.996956,0.003043
1.600000,47.730600,1000000.001863,477306,665965093,476328,977,0.997951,0.002047
1.700000,33.431200,1000000.000739,334312,730815765,333800,511,0.998468,0.001529
