alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,40.265375,1000000.630410,402654,966693,218966,183688,0.543807,0.456193
0.200000,42.640990,1000007.266859,426413,1728901,261816,164596,0.613996,0.386001
0.300000,45.463797,1000000.075960,454638,3284840,309515,145122,0.680794,0.319203
0.400000,48.078273,1000004.729695,480785,6300699,354433,126352,0.737196,0.262804
0.500000,50.889425,1000001.467415,508895,12126338,400474,108421,0.786948,0.213052
0.600000,52.271651,1000000.937097,522717,22657647,431964,90752,0.826382,0.173616
0.700000,51.988999,1000000.010282,519890,40971529,446779,73110,0.859372,0.140626
0.800000,50.230954,1000002.904036,502311,71128898,446088,56223,0.888071,0.111929
0.900000,46.287784,1000000.340902,462878,116096735,421777,41100,0.911206,0.088792
1.000000,39.962800,1000000.001923,399628,177269825,371183,28444,0.928821,0.071176
1.100000,33.047300,1000000.000695,330473,252940444,312127,18345,0.944486,0.055511
1.200000,25.245300,1000000.004561,252453,338150688,241304,11148,0.955837,0.044159
1.300000,18.747192,1000000.406773,187472,426182448,180913,6558,0.965013,0.034981
1.400000,13.184400,1000000.000097,131844,512308463,128255,3588,0.972778,0.027214
1.500000,9.372900,1000000.000374,93729,592631304,91770,1958,0.979099,0.020890
1.600000,5.974400,1000000.001110,59744,665445961,58761,982,0.983546,0.016437
1.700000,4.004000,1000000.001656,40040,730484471,39473,566,0.985839,0.014136
