alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,28.833053,1000001.625838,288331,441139,109080,179251, 0.378315, 0.621685
0.200000,28.217579,1000000.760418,282176,471654,113927,168249, 0.403744, 0.596256
0.300000,27.484755,1000005.278299,274849,502446,117452,157397, 0.427333, 0.572667
0.400000,26.950575,1000000.921744,269506,536101,122540,146966, 0.454684, 0.545316
0.500000,26.163854,1000001.750884,261639,568161,123862,137776, 0.473408, 0.526588
0.600000,25.444456,1000005.676527,254446,600967,125820,128626, 0.494486, 0.505514
0.700000,24.965527,1000002.917111,249656,636031,129882,119774, 0.520244, 0.479756
0.800000,24.386362,1000001.570047,243864,670063,131853,112011, 0.540683, 0.459317
0.900000,23.698468,1000001.360026,236985,699173,132364,104621, 0.558533, 0.441467
1.000000,23.136794,1000000.248236,231368,731799,133386,97981, 0.576510, 0.423486
1.100000,22.754169,1000001.349231,227542,766812,136100,91442, 0.598131, 0.401869
1.200000,22.342095,1000000.203034,223421,795703,137767,85653, 0.616625, 0.383370
1.300000,21.811898,1000000.069963,218119,825786,137380,80739, 0.629840, 0.370160
1.400000,21.347657,1000002.019698,213477,851012,137317,76160, 0.643240, 0.356760
1.500000,20.846097,1000000.138930,208461,881151,137116,71344, 0.657754, 0.342241
1.600000,20.546365,1000006.552692,205465,908206,138435,67030, 0.673764, 0.326236
1.700000,20.105098,1000000.101453,201051,932046,137896,63155, 0.685876, 0.314124
