alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,130.920983,1000000.133658,130921,372206,77335,53586,0.590700,0.409300
0.200000,155.104134,1000012.033483,155106,928546,107076,48030,0.690341,0.309659
0.300000,186.796693,1000006.994782,186798,2502029,144055,42743,0.771181,0.228819
0.400000,224.401999,1000000.004616,224402,6868973,186837,37564,0.832600,0.167396
0.500000,267.891877,1000007.925420,267894,18672793,235305,32588,0.878351,0.121645
0.600000,308.246960,1000000.130295,308247,50103600,281242,27004,0.912392,0.087605
0.700000,344.237729,1000009.501156,344241,128073139,322741,21500,0.937544,0.062456
0.800000,366.762732,1000000.730596,366763,302253426,350784,15978,0.956432,0.043565
0.900000,344.793953,1000000.135054,344794,655628935,334143,10650,0.969109,0.030888
1.000000,303.521972,1000000.091626,303522,1247651301,297129,6392,0.978937,0.021059
1.100000,231.001995,1000000.022105,231002,2080916665,227557,3444,0.985087,0.014909
1.200000,161.180000,1000000.000246,161180,3062521835,159578,1601,0.990061,0.009933
1.300000,97.426000,1000000.000041,97426,4069399532,96743,682,0.992990,0.007000
1.400000,55.837000,1000000.000079,55837,5018558580,55562,274,0.995075,0.004907
1.500000,27.221000,1000000.000113,27221,5872558485,27122,98,0.996363,0.003600
1.600000,20.882000,1000000.000190,20882,6630702212,20844,37,0.998180,0.001772
1.700000,12.591000,1000000.000070,12591,7294605746,12575,15,0.998729,0.001191
