alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,422.083899,1000038.146161,42210,85712,25520,16690,0.604596,0.395404
0.200000,485.929450,1000001.132858,48593,146907,33446,15146,0.688288,0.311691
0.300000,544.164313,1000047.204398,54419,270488,40756,13663,0.748930,0.251070
0.400000,607.001792,1000046.470453,60703,528012,48793,11910,0.803799,0.196201
0.500000,658.888317,1000032.908346,65891,1019527,55425,10466,0.841162,0.158838
0.600000,710.399835,1000028.385925,71042,1950780,62213,8829,0.875721,0.124279
0.700000,738.199845,1000000.210243,73820,3625575,66569,7250,0.901775,0.098212
0.800000,732.458438,1000002.133009,73246,6454160,67615,5630,0.923122,0.076864
0.900000,703.171283,1000026.618364,70319,10788443,66120,4198,0.940286,0.059699
1.000000,641.147562,1000019.399299,64116,16832821,61212,2903,0.954707,0.045277
1.100000,537.399999,1000000.002216,53740,24563811,51909,1830,0.965929,0.034053
1.200000,426.898957,1000002.442456,42690,33035865,41539,1150,0.973038,0.026938
1.300000,343.149991,1000000.027554,34315,42306871,33678,636,0.981437,0.018534
1.400000,227.959401,1000002.629628,22796,51068950,22475,320,0.985919,0.014038
1.500000,175.779999,1000000.005532,17578,59065344,17388,189,0.989191,0.010752
1.600000,122.779999,1000000.004635,12278,66447833,12190,87,0.992833,0.007086
1.700000,94.779998,1000000.017094,9478,73028756,9432,45,0.995147,0.004748
