alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,117.880096,1000007.669248,117881,252413,64058,53823,0.543412,0.456588
0.200000,124.630476,1000004.201456,124631,400324,75815,48816,0.608316,0.391684
0.300000,131.928815,1000008.978479,131930,669007,88347,43583,0.669651,0.330349
0.400000,140.098296,1000005.023157,140099,1149913,101664,38435,0.725658,0.274342
0.500000,147.444320,1000011.392872,147446,1984349,114084,33362,0.773734,0.226266
0.600000,154.682347,1000017.154427,154685,3369113,126251,28434,0.816181,0.183819
0.700000,155.485568,1000009.207239,155487,5557733,132214,23272,0.850322,0.149672
0.800000,152.594421,1000003.791132,152595,8860586,134008,18587,0.878194,0.121806
0.900000,147.778998,1000000.011602,147779,13522804,133545,14233,0.903680,0.096313
1.000000,133.244896,1000000.778407,133245,19702603,123137,10107,0.924140,0.075853
1.100000,116.134000,1000000.002718,116134,26936124,109006,7127,0.938623,0.061369
1.200000,99.303997,1000000.029131,99304,35100010,94639,4664,0.953023,0.046967
1.300000,77.108824,1000002.284045,77109,43493658,74193,2915,0.962183,0.037804
1.400000,61.673991,1000000.139963,61674,51849154,59924,1749,0.971625,0.028359
1.500000,47.371000,1000000.004171,47371,59517419,46300,1070,0.977391,0.022588
1.600000,35.970000,1000000.010463,35970,66722456,35376,593,0.983486,0.016486
1.700000,28.128000,1000000.005568,28128,73147171,27767,360,0.987166,0.012799
