alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,111.569871,2000024.725536,89257,139132,51189,38068, 0.573501, 0.426499
0.200000,110.519115,2000016.010311,88416,160082,53162,35254, 0.601271, 0.398729
0.300000,103.146285,2000047.796264,82519,187659,50320,32199, 0.609799, 0.390201
0.400000,96.164918,2000027.711505,76933,225926,47762,29171, 0.620826, 0.379174
0.500000,87.613301,2000038.784928,70092,273472,43893,26199, 0.626220, 0.373780
0.600000,87.613301,2000038.784928,70092,273472,43893,26199, 0.626220, 0.373780
0.700000,72.568154,2000050.886994,58056,411166,37649,20407, 0.648495, 0.351505
0.800000,66.366467,2000106.465287,53096,496205,35306,17790, 0.664947, 0.335053
0.900000,58.545828,2000014.420888,46837,593958,31590,15247, 0.674467, 0.325533
1.000000,51.162243,2000205.484369,40934,699860,28142,12792, 0.687497, 0.312503
1.100000,45.446319,2000216.985446,36361,811260,25573,10788, 0.703308, 0.296692
1.200000,39.145761,2000025.002902,31317,928885,22514,8803, 0.718907, 0.281093
1.300000,33.701099,2000454.029868,26967,1049394,19659,7308, 0.729002, 0.270998
1.400000,29.171535,2000066.139433,23338,1171488,17488,5850, 0.749336, 0.250664
1.500000,24.582299,2000016.327828,19666,1285509,14948,4718, 0.760094, 0.239906
1.600000,21.026953,2001122.038772,16831,1402059,13147,3684, 0.781118, 0.218882
1.700000,18.151920,2000063.905686,14522,1505472,11603,2919, 0.798995, 0.201005
1.800000,15.700500,2000254.805000,12562,1605997,10246,2316, 0.815634, 0.184366
1.900000,12.832443,2000788.156374,10270,1697086,8534,1736, 0.830964, 0.169036
2.000000,11.134977,2000902.224798,8912,1779075,7521,1391, 0.843918, 0.156082
