alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,112.503563,16000048.865223,720025,1121004,415403,304622, 0.576929, 0.423071
0.200000,110.927372,16000018.469889,709936,1283964,427969,281967, 0.602828, 0.397172
0.300000,103.782843,16000019.329161,664211,1511169,405798,258413, 0.610947, 0.389053
0.400000,96.098421,16000002.771901,615030,1813548,381285,233745, 0.619945, 0.380055
0.500000,88.648319,16000021.326789,567350,2208572,357317,210033, 0.629800, 0.370200
0.600000,88.648319,16000021.326789,567350,2208572,357317,210033, 0.629800, 0.370200
0.700000,73.002712,16000056.272785,467219,3275273,303798,163421, 0.650226, 0.349774
0.800000,65.874011,16000050.384244,421595,3965061,279921,141674, 0.663957, 0.336043
0.900000,58.247268,16000063.664391,372784,4733122,251581,121203, 0.674871, 0.325129
1.000000,51.542388,16000034.744759,329872,5577145,227169,102703, 0.688658, 0.311342
1.100000,45.449475,16000019.905307,290877,6496494,204478,86399, 0.702971, 0.297029
1.200000,39.165777,16000001.888140,250661,7444354,179891,70770, 0.717666, 0.282334
1.300000,33.327053,16000139.347466,213295,8412678,155728,57567, 0.730106, 0.269894
1.400000,28.691345,16000295.702803,183628,9356453,137002,46626, 0.746084, 0.253916
1.500000,24.543260,16000013.841538,157077,10313793,120043,37034, 0.764230, 0.235770
1.600000,21.053942,16000328.809403,134748,11193331,105156,29592, 0.780390, 0.219610
1.700000,17.868834,16001043.790055,114368,12045206,91071,23297, 0.796298, 0.203702
1.800000,15.323757,16000156.249699,98073,12832313,79749,18324, 0.813160, 0.186840
1.900000,13.138919,16000174.176757,84090,13564596,69809,14281, 0.830170, 0.169830
2.000000,11.372382,16000385.472852,72785,14240027,61762,11023, 0.848554, 0.151446
