alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,397.728027,1000030.102493,39774,85625,23138,16636,0.581737,0.418263
0.200000,441.879945,1000000.124958,44188,146457,29077,15110,0.658029,0.341948
0.300000,498.300731,1000038.669003,49832,272595,36229,13603,0.727023,0.272977
0.400000,550.951133,1000052.394905,55098,521820,43095,12003,0.782152,0.217848
0.500000,604.733517,1000010.720078,60474,1004858,50095,10379,0.828373,0.171627
0.600000,650.037338,1000019.478491,65005,1932727,56222,8782,0.864887,0.135097
0.700000,665.058257,1000062.766250,66510,3621487,59312,7197,0.891776,0.108209
0.800000,675.969833,1000000.247023,67597,6504417,62024,5572,0.917556,0.082430
0.900000,641.626666,1000005.195486,64163,10809308,59991,4171,0.934978,0.065006
1.000000,573.583080,1000029.499376,57360,16836681,54505,2854,0.950227,0.049756
1.100000,497.489875,1000000.250846,49749,24401195,47872,1876,0.962271,0.037709
1.200000,399.609997,1000000.006741,39961,33257202,38851,1109,0.972223,0.027752
1.300000,318.010000,1000000.000993,31801,42125263,31119,681,0.978554,0.021414
1.400000,227.599999,1000000.006268,22760,51010040,22403,356,0.984315,0.015641
1.500000,155.289998,1000000.012218,15529,59128213,15358,170,0.988988,0.010947
1.600000,99.879999,1000000.008921,9988,66444062,9894,93,0.990589,0.009311
1.700000,62.079999,1000000.016612,6208,73063018,6161,46,0.992429,0.007410
