alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,118.313544,1000003.855795,118314,359109,64882,53432,0.548388,0.451612
0.200000,127.576879,1000000.946777,127577,900387,79533,48044,0.623412,0.376588
0.300000,139.333675,1000002.331944,139334,2464605,96619,42714,0.693434,0.306558
0.400000,150.292534,1000003.099158,150293,6784304,112638,37654,0.749456,0.250537
0.500000,159.474507,1000009.359265,159476,18546912,127193,32283,0.797568,0.202432
0.600000,167.106977,1000000.136254,167107,49982892,140231,26876,0.839169,0.160831
0.700000,166.640135,1000005.191298,166641,126993644,145201,21440,0.871340,0.128660
0.800000,155.801000,1000000.001799,155801,303597335,139842,15958,0.897568,0.102426
0.900000,134.989583,1000017.907306,134992,653364681,124227,10765,0.920255,0.079745
1.000000,106.528557,1000004.154004,106529,1243115295,99900,6628,0.937773,0.062218
1.100000,69.959000,1000000.002881,69959,2079718240,66572,3386,0.951586,0.048400
1.200000,42.769998,1000000.048469,42770,3060517664,41174,1595,0.962684,0.037292
1.300000,21.295000,1000000.000040,21295,4068829209,20645,649,0.969476,0.030477
1.400000,11.513000,1000000.000150,11513,5015977950,11246,266,0.976809,0.023104
1.500000,8.310000,1000000.000497,8310,5872756112,8195,114,0.986161,0.013718
1.600000,3.420997,1000000.876706,3421,6628247872,3378,42,0.987431,0.012277
1.700000,0.635000,1000000.000391,635,7295166555,620,14,0.976378,0.022047
