alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,40.372299,1000002.514005,403724,1153402,220991,182733,0.547381,0.452619
0.200000,43.028795,1000000.109571,430288,2607520,267501,162787,0.621679,0.378321
0.300000,46.186912,1000001.898316,461870,6292199,318328,143542,0.689216,0.310784
0.400000,49.209801,1000002.021153,492099,15395805,366986,125113,0.745756,0.254244
0.500000,51.616337,1000003.163843,516165,37253607,409698,106466,0.793735,0.206264
0.600000,52.696897,1000000.062806,526969,87649752,438825,88144,0.832734,0.167266
0.700000,51.600699,1000000.014427,516007,196671529,446086,69920,0.864496,0.135502
0.800000,47.771361,1000002.901850,477715,413758319,425414,52301,0.890518,0.109482
0.900000,41.763000,1000000.000368,417630,802534657,381627,36002,0.913792,0.086205
1.000000,33.386587,1000000.402225,333866,1408275198,311279,22586,0.932347,0.067650
1.100000,23.751200,1000000.000023,237512,2211693361,224646,12865,0.945830,0.054166
1.200000,15.626900,1000000.000377,156269,3149331610,149639,6629,0.957573,0.042420
1.300000,9.432900,1000000.000144,94329,4117506835,91203,3125,0.966861,0.033129
1.400000,5.369500,1000000.000039,53695,5039491631,52271,1423,0.973480,0.026502
1.500000,2.991300,1000000.000070,29913,5881578263,29304,608,0.979641,0.020326
1.600000,1.739200,1000000.000008,17392,6634034216,17141,250,0.985568,0.014374
1.700000,0.772300,1000000.000192,7723,7296649131,7613,109,0.985757,0.014114
