alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,46.691331,1000001.469161,466914,855739,280949,185965,0.601715,0.398285
0.200000,53.069035,1000003.105674,530692,1223826,362953,167739,0.683924,0.316076
0.300000,59.122196,1000003.450896,591224,1816003,441755,149469,0.747187,0.252813
0.400000,64.315235,1000002.568064,643154,2744329,511751,131403,0.795690,0.204310
0.500000,68.976279,1000000.302402,689763,4152425,576240,113522,0.835417,0.164581
0.600000,73.273297,1000002.763971,732735,6214244,635984,96751,0.867959,0.132041
0.700000,76.526297,1000000.037525,765263,9186140,685333,79929,0.895552,0.104446
0.800000,77.818985,1000000.195862,778190,13081783,713230,64959,0.916524,0.083474
0.900000,76.957382,1000000.240236,769574,18092838,718641,50933,0.933817,0.066183
1.000000,74.089400,1000000.002068,740894,24164233,702331,38562,0.947951,0.052048
1.100000,68.216599,1000000.010009,682166,31070018,654042,28123,0.958772,0.041226
1.200000,63.000269,1000000.499380,630003,38520497,609865,20137,0.968035,0.031963
1.300000,55.111500,1000000.002102,551115,46192144,537169,13945,0.974695,0.025303
1.400000,48.182500,1000000.007831,481825,53645375,472403,9421,0.980445,0.019553
1.500000,40.707400,1000000.000157,407074,60872234,400954,6119,0.984966,0.015032
1.600000,34.291500,1000000.000826,342915,67560671,338870,4044,0.988204,0.011793
1.700000,28.844900,1000000.006073,288449,73729192,285870,2578,0.991059,0.008937
