alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,40.070209,1000002.259088,400703,815655,216359,184344,0.539949,0.460051
0.200000,42.205915,1000002.005957,422060,1186341,255380,166680,0.605080,0.394920
0.300000,44.189859,1000000.932307,441899,1774720,293531,148368,0.664249,0.335751
0.400000,46.589097,1000002.218872,465892,2698306,335400,130492,0.719909,0.280091
0.500000,48.223388,1000002.321673,482235,4099594,369429,112806,0.766077,0.233923
0.600000,49.638457,1000002.871826,496386,6142483,400234,96151,0.806296,0.193702
0.700000,49.631740,1000005.231712,496320,9055767,416966,79354,0.840115,0.159885
0.800000,49.548898,1000000.036492,495489,12943264,430821,64667,0.869487,0.130511
0.900000,47.851575,1000000.530765,478516,17959113,428218,50297,0.894888,0.105110
1.000000,45.121152,1000001.061276,451212,24017238,412680,38531,0.914603,0.085394
1.100000,41.006792,1000000.199197,410068,30897069,381990,28077,0.931528,0.068469
1.200000,36.265687,1000000.371089,362657,38352642,342592,20064,0.944672,0.055325
1.300000,31.419991,1000000.271106,314200,45961050,300289,13910,0.955726,0.044271
1.400000,26.084299,1000000.041484,260843,53445598,251583,9259,0.964500,0.035496
1.500000,22.150000,1000000.019997,221500,60648617,215322,6177,0.972108,0.027887
1.600000,17.710100,1000000.009275,177101,67379666,173067,4033,0.977222,0.022772
1.700000,14.897700,1000000.004529,148977,73566344,146438,2538,0.982957,0.017036
