alpha,eta,distance,targets,number-of-flights,inside,outside,inside-percent,outside-percent
0.100000,44.805590,1000000.214183,448056,1202962,264359,183697,0.590013,0.409987
0.200000,52.310801,1000001.901236,523109,2699753,359348,163761,0.686947,0.313053
0.300000,62.062466,1000002.162478,620626,6456711,476140,144486,0.767193,0.232807
0.400000,73.187933,1000000.909866,731880,15688804,606390,125490,0.828537,0.171463
0.500000,85.090857,1000002.849941,850911,37714295,743754,107156,0.874068,0.125931
0.600000,97.384175,1000000.260373,973842,88541615,885442,88399,0.909226,0.090773
0.700000,107.178436,1000003.391853,1071788,198221296,1001383,70405,0.934311,0.065689
0.800000,111.136575,1000000.223434,1111366,417078609,1059061,52304,0.952936,0.047063
0.900000,107.945300,1000000.000640,1079453,807350209,1043491,35961,0.966685,0.033314
1.000000,96.205992,1000002.165710,962062,1411090944,939331,22730,0.976373,0.023626
1.100000,76.850502,1000002.571120,768507,2222335196,755885,12622,0.983576,0.016424
1.200000,55.688000,1000000.000127,556880,3153156407,550434,6445,0.988425,0.011573
1.300000,38.270300,1000000.000066,382703,4120572169,379600,3102,0.991892,0.008106
1.400000,24.498900,1000000.000093,244989,5043972108,243561,1427,0.994171,0.005825
1.500000,15.021500,1000000.000019,150215,5883130371,149603,611,0.995926,0.004068
1.600000,9.867500,1000000.000006,98675,6633165305,98430,244,0.997517,0.002473
1.700000,5.663600,1000000.000110,56636,7296836768,56533,102,0.998181,0.001801
