alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,112.280311,4000011.183284,179649,279871,103495,76154, 0.576096, 0.423904
0.200000,110.634912,4000048.382473,177018,319500,106459,70559, 0.601402, 0.398598
0.300000,104.149730,4000034.383322,166641,378643,101995,64646, 0.612064, 0.387936
0.400000,95.694715,4000090.290833,153115,453300,94692,58423, 0.618437, 0.381563
0.500000,88.085451,4000036.286272,140938,550972,88414,52524, 0.627325, 0.372675
0.600000,88.085451,4000036.286272,140938,550972,88414,52524, 0.627325, 0.372675
0.700000,73.096531,4000121.427469,116958,819091,75995,40963, 0.649763, 0.350237
0.800000,65.737237,4000130.100959,105183,990765,69707,35476, 0.662721, 0.337279
0.900000,58.112574,4000037.911361,92981,1180139,62584,30397, 0.673084, 0.326916
1.000000,51.505376,4000019.328821,82409,1394569,56652,25757, 0.687449, 0.312551
1.100000,44.809995,4000000.422141,71696,1620819,50291,21405, 0.701448, 0.298552
1.200000,39.114189,4000082.954798,62584,1862240,44896,17688, 0.717372, 0.282628
1.300000,34.034960,4000004.646094,54456,2103906,39927,14529, 0.733197, 0.266803
1.400000,28.460102,4000073.563754,45537,2340996,33999,11538, 0.746624, 0.253376
1.500000,24.460132,4000080.626660,39137,2571532,29912,9225, 0.764290, 0.235710
1.600000,21.122590,4000101.368446,33797,2803129,26454,7343, 0.782732, 0.217268
1.700000,18.303831,4000528.633381,29290,3012560,23451,5839, 0.800649, 0.199351
1.800000,15.525179,4000598.112484,24844,3210895,20346,4498, 0.818950, 0.181050
1.900000,13.072496,4000001.143149,20916,3392249,17307,3609, 0.827453, 0.172547
2.000000,11.228329,4001040.752686,17970,3562081,15182,2788, 0.844853, 0.155147
