alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,101.136881,10000011.778599,404548,404548,201988,202560, 0.499293, 0.500707
0.200000,101.201047,10000020.094678,404805,404805,202230,202575, 0.499574, 0.500426
0.300000,101.161479,10000026.758271,404647,404647,202060,202587, 0.499349, 0.500651
0.400000,101.391079,10000041.569908,405566,405566,202973,202593, 0.500468, 0.499532
0.500000,101.437712,10000003.717904,405751,405751,203152,202599, 0.500681, 0.499319
0.600000,101.437712,10000003.717904,405751,405751,203152,202599, 0.500681, 0.499319
0.700000,101.589580,10000016.753787,406359,406359,203765,202594, 0.501441, 0.498559
0.800000,101.215046,10000044.871094,404862,404862,202265,202597, 0.499590, 0.500410
0.900000,101.252284,10000046.038488,405011,405011,202409,202602, 0.499762, 0.500238
1.000000,101.243968,10000027.819305,404977,404977,202378,202599, 0.499727, 0.500273
1.100000,101.408309,10000043.473529,405635,405635,203033,202602, 0.500531, 0.499469
1.200000,101.531189,10000030.605892,406126,406126,203525,202601, 0.501138, 0.498862
1.300000,101.174805,10000019.320615,404700,404700,202102,202598, 0.499387, 0.500613
1.400000,101.150982,10000001.811238,404604,404604,202010,202594, 0.499278, 0.500722
1.500000,100.986281,10000021.657897,403946,403946,201346,202600, 0.498448, 0.501552
1.600000,101.420232,10000001.814257,405681,405681,203081,202600, 0.500593, 0.499407
1.700000,101.232157,10000009.205640,404929,404929,202328,202601, 0.499663, 0.500337
1.800000,101.660100,10000039.387467,406642,406642,204041,202601, 0.501771, 0.498229
1.900000,101.330447,10000005.271197,405322,405322,202725,202597, 0.500158, 0.499842
2.000000,101.132149,10000034.743020,404530,404530,201931,202599, 0.499174, 0.500826
