alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,123.679286,1030.892112,51,80,32,19, 0.627451, 0.372549
0.200000,79.494539,1006.358438,32,59,12,20, 0.375000, 0.625000
0.300000,82.140269,1034.815210,34,96,16,18, 0.470588, 0.529412
0.400000,122.849125,1017.508263,50,103,32,18, 0.640000, 0.360000
0.500000,77.060042,1005.709294,31,159,20,11, 0.645161, 0.354839
0.600000,77.060042,1005.709294,31,159,20,11, 0.645161, 0.354839
0.700000,81.675780,1071.309025,35,199,23,12, 0.657143, 0.342857
0.800000,37.613770,1595.160504,24,366,12,12, 0.500000, 0.500000
0.900000,69.897796,1180.294724,33,399,25,8, 0.757576, 0.242424
1.000000,62.657706,1037.382378,26,328,17,9, 0.653846, 0.346154
1.100000,66.111313,1021.005289,27,433,22,5, 0.814815, 0.185185
1.200000,21.571846,1043.026163,9,512,6,3, 0.666667, 0.333333
1.300000,73.029953,1163.905998,34,692,28,6, 0.823529, 0.176471
1.400000,26.900404,1394.031110,15,820,12,3, 0.800000, 0.200000
1.500000,35.342155,1202.529940,17,838,14,3, 0.823529, 0.176471
1.600000,24.298039,1646.223374,16,1152,14,2, 0.875000, 0.125000
1.700000,7.459371,1340.595531,4,1008,3,1, 0.750000, 0.250000
1.800000,45.005095,1277.633110,23,1049,20,3, 0.869565, 0.130435
1.900000,35.308254,1203.684549,17,1032,15,2, 0.882353, 0.117647
2.000000,15.528077,1287.989464,8,1151,6,2, 0.750000, 0.250000
