alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,100.876019,10000022.937221,403505,404969,201383,202122, 0.499084, 0.500916
0.200000,101.380189,10000030.716457,405522,405527,202957,202565, 0.500483, 0.499517
0.300000,101.331603,10000014.468928,405327,405327,202748,202579, 0.500208, 0.499792
0.400000,101.214248,10000024.862860,404858,404858,202269,202589, 0.499605, 0.500395
0.500000,101.311357,10000014.137596,405246,405246,202657,202589, 0.500084, 0.499916
0.600000,101.311357,10000014.137596,405246,405246,202657,202589, 0.500084, 0.499916
0.700000,101.279431,10000006.772216,405118,405118,202523,202595, 0.499911, 0.500089
0.800000,101.353422,10000007.699133,405414,405414,202816,202598, 0.500269, 0.499731
0.900000,101.390984,10000026.188412,405565,405565,202964,202601, 0.500448, 0.499552
1.000000,101.190022,10000047.226553,404762,404762,202167,202595, 0.499471, 0.500529
1.100000,100.953301,10000044.515502,403815,403815,201211,202604, 0.498275, 0.501725
1.200000,101.458829,10000041.470665,405837,405837,203236,202601, 0.500782, 0.499218
1.300000,101.358960,10000028.582122,405437,405437,202839,202598, 0.500297, 0.499703
1.400000,101.407292,10000020.524943,405630,405630,203028,202602, 0.500525, 0.499475
1.500000,101.494401,10000034.373028,405979,405979,203382,202597, 0.500967, 0.499033
1.600000,101.419717,10000027.879789,405680,405680,203072,202608, 0.500572, 0.499428
1.700000,101.618109,10000013.896896,406473,406473,203871,202602, 0.501561, 0.498439
1.800000,101.298359,10000038.551923,405195,405195,202597,202598, 0.499999, 0.500001
1.900000,101.540650,10000009.842676,406163,406163,203564,202599, 0.501188, 0.498812
2.000000,100.964937,10000030.970289,403861,403861,201264,202597, 0.498350, 0.501650
