alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,86.757576,1037.373384,36,46,16,20, 0.444444, 0.555556
0.200000,75.238320,1030.060213,31,43,15,16, 0.483871, 0.516129
0.300000,103.780263,1035.842427,43,63,26,17, 0.604651, 0.395349
0.400000,51.727430,1014.935402,21,60,7,14, 0.333333, 0.666667
0.500000,79.778418,1002.777472,32,72,20,12, 0.625000, 0.375000
0.600000,79.778418,1002.777472,32,72,20,12, 0.625000, 0.375000
0.700000,61.368294,1140.654160,28,126,16,12, 0.571429, 0.428571
0.800000,99.779943,1027.260559,41,180,30,11, 0.731707, 0.268293
0.900000,48.182485,1037.721486,20,225,12,8, 0.600000, 0.400000
1.000000,52.902081,1086.913761,23,255,15,8, 0.652174, 0.347826
1.100000,23.911357,1045.528282,10,228,5,5, 0.500000, 0.500000
1.200000,38.206570,1177.807906,18,348,13,5, 0.722222, 0.277778
1.300000,35.812303,1116.934582,16,286,10,6, 0.625000, 0.375000
1.400000,51.158735,1123.952735,23,401,17,6, 0.739130, 0.260870
1.500000,11.542423,1082.961520,5,416,3,2, 0.600000, 0.400000
1.600000,36.688367,1430.971301,21,630,17,4, 0.809524, 0.190476
1.700000,13.189528,1137.265874,6,503,3,3, 0.500000, 0.500000
1.800000,39.623863,1072.585990,17,431,11,6, 0.647059, 0.352941
1.900000,10.012338,1248.459669,5,620,1,4, 0.200000, 0.800000
2.000000,40.917697,1221.965168,20,607,18,2, 0.900000, 0.100000
