alpha,eta,distance,targets,number-of-flights,inside,outside, inside-percent, outside-percent
0.100000,41.651304,1000004.352754,130852,333520,77594,53258, 0.592991, 0.407009
0.200000,47.646056,1000010.029504,149686,616880,101274,48412, 0.676576, 0.323424
0.300000,55.405315,1000017.639567,174064,1284718,130910,43154, 0.752080, 0.247920
0.400000,65.450689,1000012.623851,205622,2786668,167803,37819, 0.816075, 0.183925
0.500000,77.007165,1000040.734130,241935,6068643,209304,32631, 0.865125, 0.134875
0.600000,77.007165,1000040.734130,241935,6068643,209304,32631, 0.865125, 0.134875
0.700000,96.908118,1000049.825327,304461,26139481,282416,22045, 0.927593, 0.072407
0.800000,103.173042,1000004.100898,324129,51189950,307311,16818, 0.948113, 0.051887
0.900000,104.103643,1000054.301877,327069,91954237,315031,12038, 0.963194, 0.036806
1.000000,97.190633,1000097.014199,305363,152809906,297348,8015, 0.973753, 0.026247
1.100000,83.929972,1000008.406395,263676,231547298,258870,4806, 0.981773, 0.018227
1.200000,65.132289,1000072.716066,204634,321853424,201963,2671, 0.986947, 0.013053
1.300000,48.547132,1000640.504132,152613,416190834,151219,1394, 0.990866, 0.009134
1.400000,36.561278,1000151.129041,114878,506224283,114220,658, 0.994272, 0.005728
1.500000,26.445482,1000783.196269,83146,589938637,82820,326, 0.996079, 0.003921
1.600000,18.202775,1004394.401014,57437,666735532,57301,136, 0.997632, 0.002368
1.700000,10.236809,1001123.004578,32196,730785213,32129,67, 0.997919, 0.002081
